EmployeeID,Age,Gender,MaritalStatus,Education,LevelBand,LevelBandNum,Department,Location,ShiftType,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsSinceLastPromo,PromotionsLast3Yrs,Salary_Annual,MarketRateRatio,HikePercentLast,BonusPct,ManagerRating,TeamSize,DistanceFromHome,JobSatisfaction,EnvSatisfaction,RelationshipSat,WorkLifeBalance,AvgSatisfaction,PerformanceRating,AwardsReceived,RecognitionsReceived,TrainingLastYear,Leaves_30d,Leaves_90d,Leaves_180d,Leaves_365d,SickLeave_Annual,OverTime,BusinessTravel,NumCompaniesWorked,WFH_DaysPerWeek,AttritionProb_True,AttritionBinary,Attrition,IsUnderpaid,IsSeverelyUnderpaid,PayGapPct,StagnationIndex,RecognitionGap,LeaveSpike30,LeaveSpike90,LeaveVelocity,SatComposite,SatBelow2,OT_LowSat,WFH_SatInteraction,TravelDistance,IsNewJoiner,IsVeteran,CompanyLoyaltyScore,IsJobHopper,IsDisruptiveShift,IsFullWFH,IsMarried,CompositeRiskFlags,AttritionProb,RiskCategory
ML10071,22,Other,Single,Master,P2B,5,Sales,Delhi,Flexible,4,3,1,1,1,2,1207552,0.946,7.4,4.7,4,19,10,3,3,4,3,3.25,3,1,2,3,2,3,4,15,1,No,Rare,1,0,0.1116,0,No,0,0,5.4,0,2,0,0,3.75,3.15,0,0,0,0,0,0,4.0,0,0,0,0,0,0.0985,Low
ML10072,35,Male,Single,Diploma,P4,9,Finance,Mumbai,Day,1,1,0,15,1,2,3771223,1.012,5.9,7.2,5,15,43,2,3,3,3,2.75,2,1,1,2,0,2,5,14,3,Yes,None,4,0,0.115,0,No,0,0,-1.2,0,1,0,0,14.0,2.65,0,1,0,0,1,0,0.07,1,0,0,0,1,0.1932,Medium
ML10073,27,Male,Married,PhD,P1C,3,Finance,Chennai,Rotational,1,0,0,6,1,1,763619,0.827,6.1,7.8,4,21,52,4,4,4,2,3.5,2,2,0,6,1,6,9,11,0,No,Rare,4,1,0.1538,0,No,1,0,17.3,0,0,0,0,11.0,3.4,0,0,4,0,1,0,0.17,1,1,0,1,2,0.1972,Medium
ML10074,22,Male,Single,PhD,P1A,1,Infra,Bengaluru,Night,6,4,3,0,1,2,595952,1.113,15.8,11.1,2,23,13,4,3,4,1,3.0,3,2,0,2,1,1,12,12,1,No,Rare,5,3,0.0724,0,No,0,0,-11.3,0,1,0,0,2.0,2.9,0,0,12,0,0,0,6.0,1,1,0,0,1,0.1491,Low
ML10075,27,Other,Married,Master,P2A,4,Engineering,Chennai,Rotational,1,0,0,7,0,2,1233949,1.002,8.7,10.1,3,11,21,3,3,3,4,3.25,2,1,1,1,1,3,5,12,2,No,Rare,5,0,0.1478,0,No,0,0,-0.2,0,1,0,0,12.0,3.3,0,0,0,0,1,0,0.14,1,1,0,1,1,0.1119,Low
ML10076,41,Male,Married,Bachelor,P2A,4,Finance,Hyderabad,Night,13,11,0,20,1,1,872154,0.737,13.2,9.0,3,12,57,4,2,4,3,3.25,3,1,0,3,2,4,4,17,2,No,Rare,4,0,0.0575,0,No,1,1,26.3,0,2,0,0,1.31,3.3,0,0,0,0,0,1,0.65,1,1,0,1,2,0.1815,Medium
ML10077,36,Female,Single,Master,P3A,7,Engineering,Bengaluru,Rotational,7,7,1,15,2,0,1752490,0.735,10.3,9.6,5,20,12,1,3,3,3,2.5,3,0,2,4,1,1,5,14,2,Yes,Rare,1,2,0.5498,0,No,1,1,26.5,4,3,0,0,2.0,2.3,0,1,2,0,0,0,0.47,0,1,0,0,3,0.4851,Critical
ML10078,40,Male,Divorced,Bachelor,P2C,6,Sales,Pune,Rotational,1,0,0,19,3,1,1657739,1.146,11.3,11.1,3,22,7,3,2,3,4,3.0,2,1,1,3,1,3,4,14,0,No,Frequent,4,1,0.1011,0,No,0,0,-14.6,3,1,0,0,14.0,3.1,0,0,3,7,1,0,0.05,1,1,0,0,1,0.1095,Low
ML10079,37,Male,Married,Bachelor,P3B,8,Operations,Pune,Day,1,0,0,15,4,0,1928221,0.972,7.4,6.2,4,4,25,2,3,4,3,3.0,3,1,1,2,1,6,8,12,3,No,Rare,2,0,0.2383,0,No,0,0,2.8,8,2,0,0,12.0,2.8,0,0,0,0,1,0,0.07,0,0,0,1,1,0.1903,Medium
ML10080,26,Female,Single,Bachelor,P3A,7,Engineering,Hyderabad,Day,2,0,0,6,1,2,2217558,1.018,8.4,0.0,4,8,3,3,3,1,3,2.5,3,1,0,3,1,7,14,14,1,Yes,None,4,0,0.1848,0,No,0,0,-1.8,0,2,0,0,7.0,2.7,0,0,0,0,0,0,0.33,1,0,0,0,1,0.0909,Low
ML10081,40,Female,Single,Diploma,P2B,5,Marketing,Bengaluru,Night,2,1,1,18,2,0,1060985,0.785,4.6,5.5,3,9,24,3,1,4,4,3.0,3,3,2,3,3,3,3,11,2,No,Frequent,6,0,0.5498,0,No,1,1,21.5,4,0,1,0,5.5,3.05,0,0,0,24,0,0,0.11,1,1,0,0,3,0.4558,Critical
ML10082,38,Female,Married,Master,P4,9,Sales,Bengaluru,Day,0,0,0,16,7,0,2498301,0.847,4.8,15.5,1,13,18,4,2,4,4,3.5,2,1,3,0,0,3,5,10,5,No,Frequent,6,0,0.5498,0,No,1,0,15.3,14,1,0,0,10.0,3.6,0,0,0,18,1,0,0.0,1,0,0,1,2,0.3073,Medium
ML10083,33,Male,Married,Bachelor,P1B,2,Engineering,WFH,Rotational,0,0,0,12,12,0,512209,0.752,7.9,0.0,5,23,11,3,2,4,4,3.25,3,1,2,0,1,3,7,9,7,Yes,None,5,5,0.5498,1,Yes,1,1,24.8,20,2,0,0,9.0,3.25,0,0,15,0,1,0,0.0,1,1,1,1,4,0.5329,Critical
ML10084,34,Other,Married,Diploma,P1A,1,QA,Pune,Day,11,5,2,13,4,0,428779,0.81,7.5,15.7,4,21,19,4,4,4,2,3.5,3,0,1,1,0,4,5,13,2,No,Rare,7,3,0.1933,1,Yes,1,0,19.0,8,3,0,0,1.18,3.4,0,0,12,0,0,1,0.85,1,0,0,1,2,0.1727,Low
ML10085,40,Male,Married,PhD,P1A,1,Sales,Chennai,Rotational,1,1,1,18,3,0,431391,0.918,8.3,7.2,5,19,39,4,3,1,2,2.5,1,1,1,2,1,3,6,10,2,No,None,2,1,0.2331,0,No,0,0,8.2,6,0,0,0,10.0,2.75,0,0,4,0,1,0,0.06,0,1,0,1,2,0.1926,Medium
ML10086,28,Female,Single,Master,P3B,8,Legal,Pune,Day,5,4,2,6,3,1,1721245,0.697,11.9,14.3,4,14,10,4,3,3,4,3.5,4,0,1,0,0,2,8,16,5,No,Frequent,7,2,0.0746,0,No,1,1,30.3,3,4,0,0,3.2,3.65,0,0,8,10,0,0,0.83,1,0,0,0,1,0.127,Low
ML10087,42,Male,Divorced,Bachelor,P2B,5,Sales,Chennai,Rotational,3,2,1,20,3,1,1204983,1.026,16.3,4.9,4,7,59,4,4,3,3,3.5,4,0,0,2,3,3,10,13,4,No,Rare,7,0,0.0502,0,No,0,0,-2.6,3,4,1,0,4.33,3.55,0,0,0,0,0,0,0.15,1,1,0,0,2,0.0975,Low
ML10088,38,Male,Single,Bachelor,P1B,2,QA,Bengaluru,Day,6,2,2,16,8,0,480432,0.642,4.9,0.0,4,15,19,3,3,3,1,2.5,3,0,1,6,0,1,5,14,0,Yes,Rare,3,2,0.5498,1,Yes,1,1,35.8,16,3,0,0,2.33,2.4,0,0,6,0,0,0,0.38,0,0,0,0,3,0.7753,Critical
ML10089,34,Male,Single,Bachelor,P2C,6,Sales,Hyderabad,Night,7,6,0,14,1,2,1449375,1.002,10.4,5.7,4,17,1,4,2,3,4,3.25,3,1,2,4,1,6,10,17,3,No,Rare,3,1,0.0502,0,No,0,0,-0.2,0,2,0,0,2.43,3.45,0,0,4,0,0,0,0.5,0,1,0,0,1,0.0594,Low
ML10090,46,Female,Married,Master,P1B,2,Sales,Pune,Day,5,3,1,24,1,2,673856,1.09,6.5,9.3,4,19,1,2,2,4,1,2.25,3,1,1,0,2,2,9,19,2,No,Rare,2,2,0.0936,0,No,0,0,-9.0,0,2,0,0,3.8,2.0,0,0,4,0,0,0,0.21,0,0,0,1,0,0.1414,Low
ML10091,23,Female,Single,Master,P3B,8,Operations,Bengaluru,Rotational,11,2,0,3,1,1,2142466,0.986,2.2,11.9,2,12,51,4,3,3,3,3.25,3,0,2,3,1,8,8,19,2,No,Rare,1,1,0.1239,0,No,0,0,1.4,0,3,0,1,1.73,3.35,0,0,4,0,0,1,3.67,0,1,0,0,1,0.1731,Low
ML10092,30,Male,Married,Bachelor,P2B,5,Sales,Bengaluru,Day,0,0,0,9,4,0,1006148,0.767,18.3,2.9,3,21,9,4,4,2,3,3.25,4,1,2,6,0,1,5,18,0,No,None,2,0,0.0753,0,No,1,1,23.3,8,3,0,0,18.0,3.4,0,0,0,0,1,0,0.0,0,0,0,1,2,0.1751,Low
ML10093,28,Male,Single,Bachelor,P2A,4,Sales,Pune,Rotational,5,4,2,6,0,1,880851,0.901,8.6,11.9,5,22,16,1,3,4,2,2.5,3,1,0,5,1,1,5,14,1,Yes,Rare,3,2,0.5498,1,Yes,0,0,9.9,0,2,0,0,2.8,2.15,0,1,2,0,0,0,0.83,0,1,0,0,2,0.5204,Critical
ML10094,36,Male,Married,Master,P2A,4,Infra,Delhi,Night,1,0,0,14,5,0,781837,0.734,7.3,10.1,2,13,7,4,3,3,4,3.5,4,1,0,0,2,2,9,15,4,No,None,1,2,0.2604,1,Yes,1,1,26.6,10,3,0,0,15.0,3.65,0,0,8,0,1,0,0.07,0,1,0,1,3,0.3631,High
ML10095,43,Male,Married,PhD,P3A,7,HR,Pune,Flexible,5,0,0,21,2,0,1595801,1.016,12.4,6.9,1,15,39,3,4,4,2,3.25,3,1,1,2,2,8,10,20,3,Yes,Rare,0,2,0.3076,0,No,0,0,-1.6,4,2,0,1,4.0,3.05,0,0,6,0,0,0,0.24,0,0,0,1,1,0.3089,Medium
ML10096,26,Female,Married,Bachelor,P2A,4,Operations,Bengaluru,Rotational,2,1,0,6,4,0,831593,0.82,18.5,10.6,4,16,31,3,3,3,2,2.75,2,1,0,2,0,2,9,26,1,No,Rare,6,1,0.4453,1,Yes,1,0,18.0,8,1,0,0,13.0,2.7,0,0,3,0,0,0,0.33,1,1,0,1,3,0.3229,High
ML10097,60,Male,Married,Master,P1A,1,Marketing,WFH,Night,4,4,4,40,5,0,541531,1.279,10.1,10.4,1,4,39,2,2,4,3,2.75,3,0,0,5,2,2,8,10,2,No,None,5,5,0.2998,0,No,0,0,-27.9,10,3,0,0,2.5,2.6,0,0,10,0,0,0,0.1,1,1,1,1,2,0.2176,Medium
ML10098,28,Male,Single,Other,P1B,2,Product,Bengaluru,Rotational,6,5,2,6,1,2,668260,0.852,19.0,12.6,3,8,46,3,2,4,4,3.25,3,1,1,2,2,2,12,20,4,No,None,6,0,0.1994,0,No,1,0,14.8,0,2,0,0,3.33,3.25,0,0,0,0,0,0,1.0,1,1,0,0,2,0.184,Medium
ML10099,36,Male,Married,Master,P6,11,Product,Bengaluru,Day,2,2,1,15,0,1,4846446,0.697,8.8,11.0,3,21,1,3,4,2,1,2.5,4,2,1,5,0,5,7,18,2,No,None,6,1,0.1445,0,No,1,1,30.3,0,2,0,0,9.0,2.45,0,0,3,0,0,0,0.13,1,0,0,1,1,0.1266,Low
ML10100,34,Male,Married,Bachelor,P5,10,Marketing,WFH,Rotational,0,0,0,14,1,1,4008103,1.196,12.9,10.5,4,10,9,4,4,3,4,3.75,3,1,0,4,4,4,4,13,2,No,Frequent,4,5,0.0502,0,No,0,0,-19.6,0,2,1,0,13.0,3.85,0,0,20,9,1,0,0.0,1,1,1,1,2,0.0359,Low
ML10101,34,Other,Married,Master,P3B,8,Sales,Chennai,Day,1,1,1,12,1,2,1947300,0.948,5.6,19.9,2,22,9,3,4,4,4,3.75,3,4,1,0,0,3,5,8,2,Yes,Rare,6,3,0.0923,0,No,0,0,5.2,0,0,0,0,8.0,3.65,0,0,9,0,1,0,0.08,1,0,0,1,1,0.1227,Low
ML10102,27,Male,Single,Diploma,P1C,3,Engineering,WFH,Rotational,7,3,3,7,2,1,800239,0.934,5.7,0.3,2,8,25,3,4,3,1,2.75,3,0,0,0,1,2,3,9,3,Yes,Frequent,1,5,0.5498,1,Yes,0,0,6.6,1,3,0,0,1.29,2.6,0,0,15,25,0,0,1.0,0,1,1,0,2,0.5298,Critical
ML10103,42,Female,Single,Master,P6,11,Marketing,Chennai,Day,1,1,0,21,5,0,5724187,1.031,10.1,3.5,3,15,5,3,2,3,2,2.5,3,1,0,1,3,4,7,17,3,No,None,3,1,0.231,1,Yes,0,0,-3.1,10,2,1,0,17.0,2.5,0,0,3,0,1,0,0.05,0,0,0,0,2,0.305,Medium
ML10104,27,Female,Married,Bachelor,P3B,8,Product,Pune,Day,15,9,5,6,4,0,1717063,0.708,14.2,15.5,4,5,45,1,3,4,1,2.25,4,1,1,2,2,4,5,15,5,Yes,None,2,0,0.5498,1,Yes,1,1,29.2,8,3,0,0,1.0,1.85,0,1,0,0,0,1,2.5,0,0,0,1,3,0.5279,Critical
ML10105,22,Female,Married,Bachelor,P3B,8,Finance,Mumbai,Rotational,10,6,0,2,6,0,1970145,0.68,6.9,2.7,3,23,38,3,3,2,3,2.75,2,0,1,2,0,0,14,19,1,No,Rare,5,0,0.5498,1,Yes,1,1,32.0,12,2,0,0,1.9,2.85,0,0,0,0,0,1,5.0,1,1,0,1,3,0.394,High
ML10106,25,Male,Married,Bachelor,P2B,5,Engineering,Mumbai,Day,3,3,0,4,1,2,1369667,0.78,12.6,14.5,5,10,57,4,4,2,4,3.5,4,0,2,1,3,4,7,20,2,No,None,2,1,0.0502,0,No,1,1,22.0,0,4,1,0,6.67,3.7,0,0,4,0,0,0,0.75,0,0,0,1,2,0.0604,Low
ML10107,45,Female,Divorced,Bachelor,P2A,4,Sales,WFH,Day,9,9,6,23,0,1,694844,0.829,10.4,11.6,3,10,35,1,4,3,4,3.0,3,0,1,6,0,1,7,19,3,No,Rare,0,5,0.0524,0,No,1,0,17.1,0,3,0,0,2.11,2.8,0,0,5,0,0,0,0.39,0,0,1,0,1,0.1669,Low
ML10108,44,Female,Married,Master,P1A,1,Finance,Delhi,Day,1,0,0,22,2,0,471755,0.763,7.8,3.5,4,22,17,4,3,3,3,3.25,4,0,2,0,0,4,7,13,4,Yes,None,4,0,0.3587,0,No,1,1,23.7,4,4,0,0,13.0,3.35,0,0,0,0,1,0,0.05,1,0,0,1,2,0.2865,Medium
ML10109,22,Male,Married,Bachelor,P5,10,Product,Mumbai,Flexible,12,3,2,2,0,1,3134572,0.625,11.8,15.0,3,20,27,3,4,1,4,3.0,2,0,1,4,1,1,5,11,1,No,None,3,1,0.0502,0,No,1,1,37.5,0,2,0,0,0.92,3.2,0,0,3,0,0,1,6.0,0,0,0,1,1,0.1055,Low
ML10110,40,Female,Married,Master,P2B,5,Engineering,Mumbai,Day,2,1,1,19,4,0,1289403,0.734,5.8,15.9,3,4,53,2,3,4,3,3.0,3,1,1,6,1,4,10,10,2,No,Frequent,2,2,0.5498,1,Yes,1,1,26.6,8,2,0,0,5.0,2.8,0,0,4,53,0,0,0.11,0,0,0,1,2,0.4857,Critical
ML10111,22,Male,Single,Master,P1C,3,Marketing,Mumbai,Day,9,0,0,2,4,0,866094,0.944,13.1,10.2,4,21,41,3,2,1,4,2.5,4,0,1,6,1,4,5,17,3,No,None,1,2,0.3311,0,No,0,0,5.6,8,4,0,0,1.89,2.8,0,0,6,0,0,0,4.5,0,0,0,0,1,0.1766,Low
ML10112,33,Male,Married,Master,P2A,4,Operations,Mumbai,Flexible,5,1,0,11,8,0,756147,0.714,8.0,9.5,3,4,22,3,1,4,2,2.5,3,1,1,3,0,6,6,6,2,No,None,0,0,0.4753,0,No,1,1,28.6,16,2,0,0,1.2,2.45,0,0,0,0,0,0,0.45,0,0,0,1,2,0.4078,High
ML10113,24,Male,Married,Bachelor,P3A,7,QA,Delhi,Flexible,0,0,0,3,0,2,1711064,0.856,11.9,16.5,4,19,42,4,4,2,4,3.5,2,0,2,6,2,4,5,12,1,No,Rare,4,1,0.0502,0,No,1,0,14.4,0,2,0,0,12.0,3.7,0,0,4,0,1,0,0.0,1,0,0,1,1,0.0581,Low
ML10114,41,Female,Single,Bachelor,P1B,2,Engineering,Bengaluru,Day,8,4,1,20,3,0,604426,0.695,9.8,1.5,3,12,36,3,4,3,1,2.75,3,3,0,3,1,2,6,16,1,No,Frequent,4,2,0.5498,1,Yes,1,1,30.5,6,0,0,0,2.0,2.6,0,0,6,36,0,0,0.4,1,0,0,0,2,0.5162,Critical
ML10115,38,Male,Single,Bachelor,P4,9,QA,Mumbai,Night,8,5,1,18,2,1,3280109,0.964,9.4,13.5,3,5,17,3,3,3,1,2.5,4,1,4,2,1,2,5,16,3,Yes,Rare,3,0,0.2263,0,No,0,0,3.6,1,3,0,0,2.0,2.4,0,0,0,0,0,0,0.44,0,1,0,0,2,0.3404,High
ML10116,41,Male,Married,Diploma,P3B,8,Marketing,WFH,Day,3,0,0,21,2,0,2122041,1.146,0.0,2.8,5,5,56,4,3,3,3,3.25,2,1,0,3,3,4,4,9,3,No,Rare,2,5,0.0502,0,No,0,0,-14.6,4,1,1,0,3.0,3.35,0,0,20,0,0,0,0.14,0,0,1,1,1,0.0564,Low
ML10117,31,Male,Married,Bachelor,P3B,8,Operations,Hyderabad,Flexible,4,2,0,9,0,1,2270969,1.144,6.7,12.9,2,13,22,2,3,3,4,3.0,3,2,2,0,0,4,12,21,0,No,Rare,0,0,0.0502,0,No,0,0,-14.4,0,1,0,0,5.25,2.95,0,0,0,0,0,0,0.44,0,0,0,1,0,0.0458,Low
ML10118,32,Male,Single,Bachelor,P2B,5,Engineering,Mumbai,Day,0,0,0,12,0,2,1129695,0.643,5.0,9.4,2,24,31,4,4,3,1,3.0,3,0,1,2,1,7,11,15,1,No,Rare,3,0,0.4138,1,Yes,1,1,35.7,0,3,0,0,15.0,2.95,0,0,0,0,1,0,0.0,0,0,0,0,1,0.358,High
ML10119,22,Male,Single,Bachelor,P3A,7,Finance,Mumbai,Day,5,5,3,2,0,1,1570793,0.67,11.2,9.8,3,17,47,4,3,4,4,3.75,3,2,1,5,2,6,6,16,2,No,Rare,2,0,0.0723,0,No,1,1,33.0,0,1,0,0,3.2,3.8,0,0,0,0,0,0,2.5,0,0,0,0,1,0.151,Low
ML10120,25,Female,Single,Master,P3A,7,Marketing,Bengaluru,Day,6,0,0,4,0,1,1619140,0.845,8.1,18.2,4,22,51,3,2,3,4,3.0,3,1,4,2,1,3,4,13,0,No,Frequent,5,2,0.1559,0,No,1,0,15.5,0,2,0,0,2.17,3.1,0,0,6,51,0,0,1.5,1,0,0,0,1,0.2031,Medium
ML10121,41,Male,Married,Master,P3A,7,Sales,Bengaluru,Night,1,1,1,20,3,1,1264590,0.681,2.3,2.2,3,24,34,3,3,3,1,2.5,3,1,1,3,4,4,8,10,0,Yes,Frequent,2,1,0.5498,1,Yes,1,1,31.9,3,2,1,0,10.0,2.4,0,0,3,34,1,0,0.05,0,1,0,1,4,0.7941,Critical
ML10122,36,Female,Divorced,Other,P1A,1,Finance,Bengaluru,Day,2,2,2,14,1,2,534848,0.843,11.3,13.6,5,7,26,1,2,3,1,1.75,4,0,0,4,0,6,12,12,2,No,Rare,0,2,0.2883,1,Yes,1,0,15.7,0,4,0,0,6.0,1.5,1,0,2,0,0,0,0.14,0,0,0,0,1,0.2433,Medium
ML10123,34,Female,Divorced,Bachelor,P2B,5,HR,Bengaluru,Rotational,0,0,0,13,4,0,1229266,1.012,8.3,9.6,5,21,18,4,3,3,4,3.5,4,1,2,2,2,4,4,8,2,Yes,Rare,4,1,0.1981,0,No,0,0,-1.2,8,3,0,0,8.0,3.65,0,0,4,0,1,0,0.0,1,1,0,0,3,0.164,Low
ML10124,44,Female,Married,Bachelor,P1A,1,HR,Bengaluru,Night,2,2,0,22,1,2,525667,1.082,8.8,10.5,4,9,45,3,4,3,2,3.0,4,1,0,0,0,2,5,9,1,No,Rare,2,2,0.0502,0,No,0,0,-8.2,0,3,0,0,4.5,2.9,0,0,6,0,0,0,0.09,0,1,0,1,1,0.0691,Low
ML10125,23,Female,Single,Master,P2C,6,Engineering,Mumbai,Night,12,1,1,2,4,0,1574446,0.742,10.8,14.3,4,22,30,3,3,4,2,3.0,2,0,0,3,2,6,6,15,1,No,Rare,5,0,0.5498,1,Yes,1,1,25.8,8,2,0,0,1.25,2.85,0,0,0,0,0,1,6.0,1,1,0,0,3,0.4145,High
ML10126,39,Male,Single,Bachelor,P2A,4,Finance,Bengaluru,Flexible,6,2,2,18,1,1,927232,0.715,10.0,14.0,5,4,22,3,3,3,3,3.0,3,1,2,2,0,0,5,15,1,No,Rare,4,2,0.0826,1,Yes,1,1,28.5,0,2,0,0,2.5,3.0,0,0,6,0,0,0,0.33,1,0,0,0,1,0.1505,Low
ML10127,24,Female,Married,Bachelor,P1B,2,Engineering,WFH,Day,2,0,0,3,6,0,649318,0.954,17.1,13.1,2,21,26,4,4,3,3,3.5,3,1,1,5,3,5,6,14,0,No,Frequent,6,5,0.2221,0,No,0,0,4.6,12,2,1,0,7.0,3.55,0,0,20,26,0,0,0.67,1,0,1,1,2,0.1938,Medium
ML10128,45,Male,Married,Diploma,P1B,2,QA,Bengaluru,Day,26,15,13,25,2,1,580471,0.775,12.6,5.6,5,19,5,2,3,4,2,2.75,3,3,0,5,2,2,7,13,2,No,Rare,5,2,0.0813,0,No,1,1,22.5,1,0,0,0,0.5,2.5,0,0,4,0,0,1,1.04,1,0,0,1,1,0.1501,Low
ML10129,38,Male,Married,Master,P3A,7,Infra,Mumbai,Day,21,20,7,17,3,0,1712335,0.865,9.3,13.1,4,12,56,3,2,4,3,3.0,3,1,4,4,2,4,7,10,2,No,Rare,1,3,0.0502,0,No,1,0,13.5,6,2,0,0,0.48,2.95,0,0,9,0,0,1,1.24,0,0,0,1,2,0.1078,Low
ML10130,41,Male,Single,Bachelor,P1B,2,Sales,Delhi,Rotational,0,0,0,19,10,0,536297,0.813,10.3,13.8,4,10,28,4,3,3,2,3.0,4,0,2,5,0,3,12,12,3,No,Frequent,2,0,0.5498,0,No,1,0,18.7,20,4,0,0,12.0,3.05,0,0,0,28,1,0,0.0,0,1,0,0,3,0.5775,Critical
ML10131,28,Female,Divorced,Diploma,P5,10,Engineering,Bengaluru,Day,4,2,2,7,1,1,3485674,0.654,8.1,12.5,4,19,36,4,3,3,1,2.75,3,0,0,4,0,3,8,8,1,Yes,None,6,0,0.3434,1,Yes,1,1,34.6,0,3,0,0,2.0,2.75,0,0,0,0,0,0,0.57,1,0,0,0,2,0.3333,High
ML10132,51,Female,Single,Bachelor,P3A,7,Engineering,Hyderabad,Rotational,13,10,7,30,0,2,1591834,0.731,7.1,13.2,2,5,46,4,3,1,1,2.25,4,0,0,0,1,3,3,12,3,No,Frequent,4,1,0.2822,0,No,1,1,26.9,0,4,0,0,0.92,2.45,0,0,4,46,0,1,0.43,1,1,0,0,2,0.306,Medium
ML10133,49,Male,Married,Bachelor,P2A,4,Finance,Delhi,Night,7,3,0,28,0,2,827259,0.655,12.5,10.5,2,21,54,3,3,4,3,3.25,3,1,2,6,3,5,5,12,4,Yes,None,1,3,0.5498,0,No,1,1,34.5,0,2,1,0,1.71,3.15,0,0,9,0,0,0,0.25,0,1,0,1,4,0.4118,High
ML10134,37,Female,Married,Bachelor,P3A,7,Product,Hyderabad,Night,8,4,3,17,2,1,1665705,0.848,15.5,4.2,4,7,50,3,4,4,2,3.25,3,1,1,0,1,3,3,11,3,No,Rare,6,2,0.1104,0,No,1,0,15.2,1,2,0,0,1.38,3.05,0,0,6,0,0,0,0.47,1,1,0,1,2,0.1521,Low
ML10135,43,Male,Married,Bachelor,P1A,1,Finance,Bengaluru,Night,4,2,2,23,3,1,506182,0.797,8.3,8.0,2,19,13,2,4,3,3,3.0,4,1,2,1,2,5,5,22,3,Yes,Rare,2,1,0.5498,1,Yes,1,1,20.3,3,3,0,0,5.5,2.85,0,1,2,0,0,0,0.17,0,1,0,1,3,0.4018,High
ML10136,31,Male,Married,Bachelor,P5,10,Engineering,Pune,Day,10,6,1,10,1,1,3861365,0.793,11.2,7.7,4,19,15,3,4,1,3,2.75,4,0,1,3,0,1,9,11,7,Yes,None,5,2,0.1057,0,No,1,1,20.7,0,4,0,0,1.1,2.9,0,0,6,0,0,1,1.0,1,0,0,1,2,0.0987,Low
ML10137,23,Male,Married,PhD,P2B,5,Engineering,Pune,Day,0,0,0,3,2,1,963394,0.627,5.4,10.1,5,11,50,4,3,2,3,3.0,2,1,1,4,0,4,6,18,0,Yes,Frequent,3,1,0.5498,1,Yes,1,1,37.3,1,1,0,0,18.0,3.2,0,0,4,50,1,0,0.0,0,0,0,1,2,0.5183,Critical
ML10138,40,Female,Married,Other,P3B,8,Engineering,Mumbai,Rotational,1,1,0,18,1,1,1689802,0.55,11.6,8.0,3,22,58,3,4,4,1,3.0,3,1,2,5,4,4,7,13,0,No,Rare,2,1,0.5498,0,No,1,1,45.0,0,2,1,0,13.0,2.75,0,0,3,0,1,0,0.06,0,1,0,1,3,0.5118,Critical
ML10139,26,Male,Married,Master,P1A,1,Product,Bengaluru,Day,0,0,0,5,6,0,431486,0.711,5.3,19.0,4,13,9,4,1,3,4,3.0,3,2,3,1,3,5,9,9,2,No,Rare,0,0,0.5498,1,Yes,1,1,28.9,12,1,1,0,9.0,3.25,0,0,0,0,1,0,0.0,0,0,0,1,3,0.351,High
ML10140,44,Male,Married,Diploma,P2B,5,Marketing,Bengaluru,Night,7,1,1,24,1,1,1254706,0.928,9.8,12.3,4,20,23,2,4,3,4,3.25,1,0,2,5,2,2,11,13,3,Yes,Rare,5,3,0.1941,0,No,0,0,7.2,0,1,0,0,1.86,3.15,0,1,6,0,0,0,0.29,1,1,0,1,2,0.204,Medium
ML10141,42,Male,Married,Bachelor,P2C,6,Marketing,Chennai,Flexible,4,2,2,21,2,0,1441900,0.985,10.8,9.7,4,7,32,3,2,4,3,3.0,3,1,3,3,2,6,6,14,5,No,Rare,6,2,0.0502,0,No,0,0,1.5,4,2,0,0,3.5,2.95,0,0,6,0,0,0,0.19,1,0,0,1,0,0.081,Low
ML10142,35,Female,Married,Bachelor,P5,10,Sales,Mumbai,Day,6,3,0,14,1,1,3291004,0.76,14.3,11.4,4,20,24,3,2,3,3,2.75,4,0,1,5,1,5,9,12,1,Yes,Frequent,5,1,0.344,0,No,1,1,24.0,0,4,0,0,2.0,2.8,0,0,3,24,0,0,0.43,1,0,0,1,2,0.2449,Medium
ML10143,35,Female,Married,Bachelor,P3A,7,QA,Bengaluru,Day,0,0,0,15,2,1,1398500,0.681,0.8,12.1,4,7,50,4,3,4,3,3.5,3,0,1,2,0,3,10,17,1,No,Rare,1,0,0.1218,0,No,1,1,31.9,1,3,0,0,17.0,3.5,0,0,0,0,1,0,0.0,0,0,0,1,1,0.2327,Medium
ML10144,41,Male,Married,Master,P2B,5,Sales,Hyderabad,Day,0,0,0,21,0,1,1032629,0.863,15.4,20.9,4,9,34,2,2,4,3,2.75,3,1,1,3,2,2,4,13,0,Yes,None,2,0,0.3041,1,Yes,1,0,13.7,0,2,0,0,13.0,2.6,0,1,0,0,1,0,0.0,0,0,0,1,2,0.3363,High
ML10145,36,Female,Married,Bachelor,P1C,3,Product,WFH,Day,2,1,1,16,5,0,1007507,1.305,13.9,12.3,4,9,56,2,4,3,3,3.0,4,0,2,2,1,2,2,19,4,Yes,Rare,5,5,0.0502,0,No,0,0,-30.5,10,4,0,0,9.5,2.85,0,1,10,0,0,0,0.12,1,0,1,1,2,0.1182,Low
